0	0	0	0	0	0	
0	0.00674332	0	0	0	0	
0	0.0134866	0	0	0	0	
0	0.02023	0	0	0	0	
0	0.0269733	0	0	0	0	
0	0.0337166	0	0	0	0	
0	0.0404599	0	0	0	0	
0	0.0472032	0	0	0	0	
0	0.0539465	0	0	0	0	
0	0.0606899	0	0	0	0	
0	0.0674332	0	0	0	0	
0	0.0741765	0	0	0	0	
0	0.0809198	0	0	0	0	
0	0.0876631	0	0	0	0	
0	0.0944064	0	0	0	0	
0	0.10115	0	0	0	0	
0	0.107893	0	0	0	0	
0	0.114636	0	0	0	0	
0	0.12138	0	0	0	0	
0	0.128123	0	0	0	0	
0	0.134866	0	0	0	0	
0	0.14161	0	0	0	0	
0	0.148353	0	0	0	0	
0	0.155096	0	0	0	0	
0	0.16184	0	0	0	0	
0	0.168583	0	0	0	0	
0	0.175326	0	0	0	0	
0	0.18207	0	0	0	0	
0	0.188813	0	0	0	0	
0	0.195556	0	0	0	0	
0	0.2023	0	0	0	0	
0	0.209043	0	0	0	0	
0	0.215786	0	0	0	0	
0	0.222529	0	0	0	0	
0	0.229273	0	0	0	0	
0	0.236016	0	0	0	0	
0	0.242759	0	0	0	0	
0	0.249503	0	0	0	0	
0	0.256246	0	0	0	0	
0	0.262989	0	0	0	0	
0	0.269733	0	0	0	0	
0	0.276476	0	0	0	0	
0	0.283219	0	0	0	0	
0	0.289963	0	0	0	0	
0	0.296706	0	0	0	0	
0	0.303449	0	0	0	0	
0	0.310193	0	0	0	0	
0	0.316936	0	0	0	0	
0	0.323679	0	0	0	0	
0	0.330423	0	0	0	0	
0	0.337166	0	0	0	0	
0	0.343909	0	0	0	0	
0	0.350652	0	0	0	0	
0	0.357396	0	0	0	0	
0	0.364139	0	0	0	0	
0	0.370882	0	0	0	0	
0	0.377626	0	0	0	0	
0	0.384369	0	0	0	0	
0	0.391112	0	0	0	0	
0	0.397856	0	0	0	0	
0	0.404599	0	0	0	0	
0	0.411342	0	0	0	0	
0	0.418086	0	0	0	0	
0	0.424829	0	0	0	0	
0	0.431572	0	0	0	0	
0	0.438316	0	0	0	0	
0	0.445059	0	0	0	0	
0	0.445059	0	0	0	0	
0	0.445059	0	0	0	0	
0	0.445059	0	0	0	0	
0	0.445059	0	0	0	0	
0	0.445059	0	0	0	0	
0	0.445059	0	0	0	0	
0	0.445059	0	0	0	0	
0	0.445059	0	0	0	0	
0	0.445059	0	0	0	0	
0	0.445059	0	0	0	0	
0	0.445059	0	0	0	0	
0	0.445059	0	0	0	0	
0	0.445059	0	0	0	0	
0	0.445059	0	0	0	0	
0	0.445059	0	0	0	0	
0	0.445059	0	0	0	0	
0	0.445059	0	0	0	0	
0	0.445059	0	0	0	0	
0	0.445059	0	0	0	0	
0	0.445059	0	0	0	0	
0	0.445059	0	0	0	0	
0	0.445059	0	0	0	0	
0	0.445059	0	0	0	0	
0	0.445059	0	0	0	0	
0	0.445059	0	0	0	0	
0	0.445059	0	0	0	0	
0	0.445059	0	0	0	0	
0	0.445059	0	0	0	0	
0	0.445059	0	0	0	0	
0	0.445059	0	0	0	0	
0	0.445059	0	0	0	0	
0	0.445059	0	0	0	0	
0	0.445059	0	0	0	0	
0	0.445059	0	0	0	0	
0	0.445059	0	0	0	0	
0	0.445059	0	0	0	0	
0	0.445059	0	0	0	0	
0	0.445059	0	0	0	0	
0	0.445059	0	0	0	0	
0	0.445059	0	0	0	0	
0	0.445059	0	0	0	0	
0	0.445059	0	0	0	0	
0	0.445059	0	0	0	0	
0	0.445059	0	0	0	0	
0	0.445059	0	0	0	0	
0	0.445059	0	0	0	0	
0	0.445059	0	0	0	0	
0	0.445059	0	0	0	0	
0	0.445059	0	0	0	0	
0	0.445059	0	0	0	0	
0	0.445059	0	0	0	0	
0	0.445059	0	0	0	0	
0	0.445059	0	0	0	0	
0	0.445059	0	0	0	0	
0	0.445059	0	0	0	0	
0	0.445059	0	0	0	0	
0	0.445059	0	0	0	0	
0	0.445059	0	0	0	0	
0	0.445059	0	0	0	0	
0	0.445059	0	0	0	0	
0	0.445059	0	0	0	0	
0	0.445059	0	0	0	0	
0	0.445059	0	0	0	0	
0	0.445059	0	0	0	0	
0	0.445059	0	0	0	0	
0	0.445059	0	0	0	0	
0	0.438316	0	0	0	0	
0	0.431572	0	0	0	0	
0	0.424829	0	0	0	0	
0	0.418086	0	0	0	0	
0	0.411342	0	0	0	0	
0	0.404599	0	0	0	0	
0	0.397856	0	0	0	0	
0	0.391112	0	0	0	0	
0	0.384369	0	0	0	0	
0	0.377626	0	0	0	0	
0	0.370882	0	0	0	0	
0	0.364139	0	0	0	0	
0	0.357396	0	0	0	0	
0	0.350652	0	0	0	0	
0	0.343909	0	0	0	0	
0	0.337166	0	0	0	0	
0	0.330423	0	0	0	0	
0	0.323679	0	0	0	0	
0	0.316936	0	0	0	0	
0	0.310193	0	0	0	0	
0	0.303449	0	0	0	0	
0	0.296706	0	0	0	0	
0	0.289963	0	0	0	0	
0	0.283219	0	0	0	0	
0	0.276476	0	0	0	0	
0	0.269733	0	0	0	0	
0	0.262989	0	0	0	0	
0	0.256246	0	0	0	0	
0	0.249503	0	0	0	0	
0	0.242759	0	0	0	0	
0	0.236016	0	0	0	0	
0	0.229273	0	0	0	0	
0	0.222529	0	0	0	0	
0	0.215786	0	0	0	0	
0	0.209043	0	0	0	0	
0	0.2023	0	0	0	0	
0	0.195556	0	0	0	0	
0	0.188813	0	0	0	0	
0	0.18207	0	0	0	0	
0	0.175326	0	0	0	0	
0	0.168583	0	0	0	0	
0	0.16184	0	0	0	0	
0	0.155096	0	0	0	0	
0	0.148353	0	0	0	0	
0	0.14161	0	0	0	0	
0	0.134866	0	0	0	0	
0	0.128123	0	0	0	0	
0	0.12138	0	0	0	0	
0	0.114636	0	0	0	0	
0	0.107893	0	0	0	0	
0	0.10115	0	0	0	0	
0	0.0944064	0	0	0	0	
0	0.0876631	0	0	0	0	
0	0.0809198	0	0	0	0	
0	0.0741765	0	0	0	0	
0	0.0674332	0	0	0	0	
0	0.0606899	0	0	0	0	
0	0.0539465	0	0	0	0	
0	0.0472032	0	0	0	0	
0	0.0404599	0	0	0	0	
0	0.0337166	0	0	0	0	
0	0.0269733	0	0	0	0	
0	0.02023	0	0	0	0	
0	0.0134866	0	0	0	0	
0	0.00674332	0	0	0	0	
0	0.00674332	0	0	0	0	
